src,dst,d_trust,i_trust,frd_sim,grp_sim
1,65,0.884530562,0.0,0.0,0.23076923076923078
1,66,0.711261565,0.0,0.0,0.21428571428571427
1,67,0.704086505,0.0,0.0,0.14285714285714285
1,68,0.64710472,0.0,0.0,0.75
1,69,0.830214714,0.0,0.5,0.75
1,70,0.841341078,0.0,0.0,0.2727272727272727
1,71,0.554021957,0.0,0.0,0.6
1,72,0.825013607,0.0,0.0,0.75
1,73,0.258824489,0.0,0.0,0.2727272727272727
1,74,0.0,0.0,0.0,0.13636363636363635
1,75,0.0,0.0,0.0,0.375
1,76,0.540209057,0.0,0.0,0.17647058823529413
1,77,0.607601009,0.0,0.0,0.0
1,78,0.0,0.0,0.0,0.0
1,79,0.704785252,0.0,0.0,0.0
1,80,0.0,0.0,0.0,0.0
1,81,0.623234723,0.0,0.0,0.0
1,82,0.0,0.0,0.0,0.023255813953488372
1,83,0.48231808,0.0,0.0,0.0
1,84,0.73406315,0.0,0.0333333333333333,0.0
1,85,0.0,0.0,0.0357142857142857,0.0
1,86,0.952931059,0.0,0.0,0.0
1,87,0.0,0.0,0.0,0.0
1,88,0.266744504,0.0,0.0,0.0
1,89,0.109344226,0.0,0.0333333333333333,0.0
1,90,0.0,0.0,0.0,0.0
1,91,0.482073902,0.0,0.0,0.0
1,92,0.728463365,0.0,0.0,0.0
1,93,0.54958797,0.0,0.0,0.023255813953488372
1,94,0.832177645,0.0,0.0,0.0
1,95,0.373285428,0.0,0.0,0.0
1,96,0.0,0.0,0.0,0.0
1,97,0.0,0.0,0.0,0.0
1,98,0.921610079,0.0,0.0208333333333333,0.0
1,99,0.572546117,0.0,0.0,0.018867924528301886
1,100,0.852170411,0.0,0.0,0.0
1,101,0.893587768,0.0,0.0,0.0
1,102,0.635228702,0.0,0.0,0.0
1,103,0.685510877,0.0,0.0,0.0
1,104,0.0,0.0,0.0,0.0
1,105,0.783273743,0.0,0.0,0.021739130434782608
1,106,0.76639932,0.0,0.0,0.0
1,107,0.841679789,0.0,0.0,0.016666666666666666
1,108,0.0,0.0,0.0,0.0
1,109,0.0,0.0,0.0,0.0
1,110,0.440813605,0.0,0.0357142857142857,0.01818181818181818
1,111,0.476217275,0.0,0.0,0.0
1,112,0.555287813,0.0,0.0,0.01694915254237288
1,113,0.654902221,0.0,0.0,0.0
1,114,0.549354961,0.0,0.0,0.02127659574468085
1,115,0.636112461,0.0,0.0303030303030303,0.0
1,116,0.383155314,0.0,0.0,0.0
1,117,0.666996614,0.0,0.0,0.01694915254237288
1,118,0.633018651,0.0,0.0,0.018867924528301886
1,119,0.0,0.0,0.0222222222222222,0.0
1,120,0.0,0.0,0.0277777777777777,0.0
1,121,0.0,0.0,0.0,0.0
1,122,0.689808891,0.0,0.0,0.0
1,123,0.0,0.0,0.0,0.0
1,124,0.624147952,0.0,0.0,0.0
1,125,0.980084665,0.0,0.0,0.0
1,126,0.927340052,0.0,0.0,0.0
1,127,0.0,0.0,0.024390243902439,0.0
1,128,0.0,0.0,0.0,0.0
1,129,0.576079985,0.0,0.0,0.0
1,130,0.0,0.0,0.0,0.0
1,131,0.917956253,0.0,0.0,0.0
1,132,0.0,0.0,0.0,0.0
1,133,0.583383237,0.0,0.0,0.0
1,134,0.0,0.0,0.0,0.016666666666666666
1,135,0.484676268,0.0,0.032258064516129,0.0
1,136,0.0,0.0,0.0303030303030303,0.041666666666666664
1,137,0.620505485,0.0,0.0,0.018518518518518517
1,138,0.743376152,0.0,0.0,0.0
1,139,0.59326985,0.0,0.0,0.014084507042253521
1,140,0.55188948,0.0,0.0,0.0
1,141,0.641512781,0.0,0.0,0.0
1,142,0.371716436,0.0,0.037037037037037,0.016129032258064516
1,143,0.580763153,0.0,0.03125,0.01818181818181818
1,144,0.0,0.0,0.0,0.0
1,145,0.548226645,0.0,0.0,0.0
1,146,0.983844483,0.0,0.0,0.017857142857142856
1,147,0.787624649,0.0,0.0,0.0
1,148,0.0,0.0,0.0,0.0
1,149,0.513768183,0.0,0.0222222222222222,0.0
1,150,0.940958906,0.0,0.027027027027027,0.0
1,151,0.943670411,0.0,0.0,0.0
1,152,0.753641246,0.0,0.0,0.0
1,153,0.0,0.0,0.0909090909090909,0.0625
1,154,0.0,0.0,0.0,0.0
1,155,0.638897176,0.0,0.0,0.0
1,156,0.0,0.0,0.0,0.0
1,157,0.853999808,0.0,0.0,0.0
1,158,0.528280024,0.0,0.0,0.0
1,159,0.0,0.0,0.0,0.0
1,160,0.0,0.0,0.0,0.0
1,161,0.0,0.0,0.0,0.0
1,162,0.685980488,0.0,0.0,0.058823529411764705
1,163,0.729372187,0.0,0.0,0.0
1,164,0.835208864,0.0,0.0,0.0
1,165,0.759478489,0.0,0.0,0.0
1,166,0.524230284,0.0,0.0,0.0
1,167,0.363795631,0.0,0.0,0.0
1,168,0.645203678,0.0,0.0,0.0
1,169,0.927593647,0.0,0.0666666666666666,0.0
1,170,0.0,0.0,0.0,0.0
1,171,0.0,0.0,0.0,0.0
1,172,0.0,0.0,0.0,0.0
1,173,0.068646265,0.0,0.0,0.0
1,174,0.0,0.0,0.2,0.0
1,175,0.0,0.0,0.0,0.0
1,176,0.890836733,0.0,0.0,0.0
1,177,0.730900291,0.0,0.0,0.0
1,178,0.788748056,0.0,0.0,0.0
1,179,0.0,0.0,0.0,0.0
1,180,0.384895025,0.0,0.0,0.0
1,181,0.534915489,0.0,0.0,0.0
1,182,0.0,0.0,0.0,0.0
1,183,0.0,0.0,0.0,0.0
1,184,0.0,0.0,0.25,0.0
1,185,0.0,0.0,0.0,0.0625
1,186,0.608049137,0.0,0.0,0.0
1,187,0.740603922,0.0,0.0,0.0
1,188,0.501839476,0.0,0.0,0.0
1,189,0.533131823,0.0,0.0,0.0
1,190,0.0,0.0,0.0,0.0
1,191,0.889371692,0.0,0.0,0.07692307692307693
1,192,0.913251432,0.0,0.0,0.0
1,193,0.88316541,0.0,0.0,0.0
1,194,0.0,0.0,0.0,0.0
1,195,0.829938925,0.0,0.0,0.0
1,196,0.0,0.0,0.0,0.0
1,197,0.0,0.0,0.0,0.0
1,198,0.869436862,0.0,0.0,0.0
1,199,0.916615493,0.0,0.0,0.0
1,200,0.0,0.0,0.0,0.0
1,201,0.773038189,0.0,0.0,0.0
1,202,0.78290562,0.0,0.0,0.0
1,203,0.663700694,0.0,0.0,0.0
1,204,0.634337977,0.0,0.0,0.0
1,205,0.969704344,0.0,0.0,0.0
1,206,0.715960548,0.0,0.0,0.0
1,207,0.0,0.0,0.0,0.0
1,208,0.727199661,0.0,0.0,0.0
1,209,0.655715101,0.0,0.0,0.0
1,210,0.0,0.0,1.0,0.0
1,211,0.742414127,0.0,0.0,0.0
1,212,0.751309008,0.0,0.0,0.0
1,213,0.29289749,0.0,0.0,0.0
1,214,0.908352827,0.0,0.0,0.0
1,215,0.381277046,0.0,0.0,0.0
1,216,0.0,0.0,0.0,0.0
1,217,0.835054199,0.0,0.0,0.0
1,218,0.688587027,0.0,0.0,0.0
1,219,0.0,0.0,0.2,0.0
1,220,0.0,0.0,0.0,0.0
1,221,0.0,0.0,0.0,0.058823529411764705
1,222,0.52661618,0.0,0.0,0.0
1,223,0.809164525,0.0,0.0,0.0
1,224,0.792342393,0.0,0.0,0.0
1,225,0.758972225,0.0,0.0,0.0
1,226,0.552467093,0.0,0.0,0.0
1,227,0.0,0.0,0.0,0.0
1,228,0.651145153,0.0,0.0,0.0
1,229,0.0,0.0,0.0,0.0
1,230,0.809954113,0.0,0.0,0.0
1,231,0.0,0.0,0.0,0.0
1,232,0.0,0.0,0.0,0.0
1,233,0.735768937,0.0,0.0,0.0
1,234,0.725934467,0.0,0.0,0.0
1,235,0.399748484,0.0,0.0,0.0
1,236,0.0,0.0,0.0,0.0
1,237,0.640225727,0.0,0.0,0.0
1,238,0.534277933,0.0,0.0,0.0
1,239,0.0,0.0,0.0,0.0
1,240,0.582495449,0.0,0.0,0.0
1,241,0.780670876,0.0,0.0,0.0
1,242,0.762105278,0.0,0.0,0.0
1,243,0.862449664,0.0,0.0,0.0
1,244,0.850822893,0.0,0.0,0.0
1,245,0.74152066,0.0,0.0,0.0
1,246,0.651427524,0.0,0.0,0.0
1,247,0.613453277,0.0,0.0,0.0
1,248,0.437445836,0.0,0.0769230769230769,0.0
1,249,0.678847278,0.0,0.0,0.0
1,250,0.555110342,0.0,0.0,0.0
1,251,0.736443892,0.0,0.0,0.0
1,252,0.0,0.0,0.0,0.1
1,253,0.689270334,0.0,0.0,0.0
1,254,0.184324793,0.0,0.0,0.0
1,255,0.416164449,0.0,0.0,0.0
1,256,0.404687032,0.0,0.0,0.0
1,257,0.725797699,0.0,0.0,0.0
1,258,0.0,0.0,0.0,0.0
1,259,0.715177162,0.0,0.0,0.14285714285714285
1,260,0.645723263,0.0,0.0,0.0
1,261,0.684584386,0.0,0.0,0.0
1,262,0.72979931,0.0,0.0,0.0
1,263,0.693827136,0.0,0.0,0.0
1,264,0.267131853,0.0,0.0,0.0
1,265,0.0,0.0,0.0,0.0
1,266,0.0,0.0,0.0,0.0
1,267,0.0,0.0,0.0,0.16666666666666666
1,268,0.0,0.0,0.0,0.0
1,269,0.82275186,0.0,0.0,0.1
1,270,0.783687944,0.0,0.0,0.0
1,271,0.752918953,0.0,0.0,0.0
1,272,0.47010481,0.0,0.0,0.0
1,273,0.348038186,0.0,0.0,0.0
1,274,0.194211893,0.0,0.0,0.0
1,275,0.0,0.0,0.0,0.0
1,276,0.592448521,0.0,0.0,0.0
1,277,0.0,0.0,0.0,0.0
1,278,0.761484111,0.0,0.0,0.0
1,279,0.0,0.0,0.0,0.0
1,280,0.901849941,0.0,0.0,0.0
1,281,0.849320321,0.0,0.0,0.0
1,282,0.722962976,0.0,0.0,0.0
1,283,0.535299267,0.0,0.0,0.0
1,284,0.834659572,0.0,0.0714285714285714,0.0
1,285,0.786786124,0.0,0.0,0.0
1,286,0.579924896,0.0,0.0,0.0
1,287,0.924881821,0.0,0.1111111111111111,0.0
1,288,0.0,0.0,0.0,0.0
1,289,0.742074653,0.0,0.0,0.0
1,290,0.0,0.0,0.0,0.0
1,291,0.594509349,0.0,0.0,0.0
1,292,0.98743811,0.0,0.0,0.0
1,293,0.0,0.0,0.0,0.0
1,294,0.695397346,0.0,0.0,0.0
1,295,0.696600318,0.0,0.0,0.0
1,296,0.709581938,0.0,0.0,0.0625
1,297,0.0,0.0,0.0,0.0
1,298,0.869143852,0.0,0.0,0.0
1,299,0.654279876,0.0,0.0,0.0
1,300,0.430688145,0.0,0.0,0.0
2,1,0.443059773,0.0,0.0,0.15
2,2,0.0,0.0,0.0,0.0
2,3,0.565004412,0.0,0.0,0.15789473684210525
2,4,0.831179105,0.0,0.0,0.15789473684210525
2,5,0.32895852,0.0,0.0,0.15789473684210525
2,6,0.568786261,0.0,0.0,0.15789473684210525
2,7,0.037535569,0.0,0.1111111111111111,0.15789473684210525
2,8,0.022604706,0.0,0.25,0.15789473684210525
2,9,0.0,0.0,0.0,0.09090909090909091
2,10,0.0,0.0,0.0,0.15789473684210525
2,11,0.511264277,0.0,0.0,0.19047619047619047
2,12,0.991722829,0.0,0.0,0.13636363636363635
2,13,0.0,0.0,0.0555555555555555,0.11764705882352941
2,14,0.39397144,0.0,0.0,0.125
2,15,0.985001242,0.0,0.0,0.15789473684210525
2,16,0.286498418,0.0,0.0,0.15789473684210525
2,17,0.711133641,0.0,0.25,0.15789473684210525
2,18,0.752800635,0.0,0.0,0.13043478260869565
2,19,0.0,0.0,0.0,0.15789473684210525
2,20,0.0,0.0,0.0,0.16666666666666666
2,21,0.550856383,0.0,0.0,0.15789473684210525
2,22,0.418104972,0.0,0.0,0.15
2,23,0.0,0.0,0.0,0.11428571428571428
2,24,0.77724674,0.0,0.0,0.075
2,25,0.654314691,0.0,0.0,0.08823529411764706
2,26,0.353037279,0.0,0.0,0.15789473684210525
2,27,0.800499536,0.0,0.0,0.11764705882352941
2,28,0.594030245,0.0,0.0,0.15789473684210525
2,29,0.259255497,0.0,0.0,0.15789473684210525
2,30,0.63126272,0.0,0.0,0.15789473684210525
2,31,0.542922488,0.0,0.0,0.17391304347826086
2,32,0.0,0.0,0.0,0.15789473684210525
2,33,0.0,0.0,0.0,0.15789473684210525
2,34,0.36619653,0.1909378166666666,0.375,0.023952095808383235
2,35,0.0,0.0,0.0,0.05454545454545454
2,36,0.698505552,0.0,0.0,0.125
2,37,0.0,0.0,0.0,0.15789473684210525
2,38,0.557295277,0.0,0.0,0.0967741935483871
2,39,0.145152613,0.0,0.0,0.1
2,40,0.407385013,0.823544677,0.25,0.10714285714285714
2,41,0.669353111,0.0,0.0,0.15789473684210525
2,42,0.364136705,0.0,0.0,0.15789473684210525
2,43,0.907980699,0.0,0.0,0.15789473684210525
2,44,0.323295838,0.0,0.0,0.14285714285714285
2,45,0.108455663,0.0,0.0,0.0
2,46,0.0,0.0,0.0,0.061224489795918366
2,47,0.523946853,0.0,0.0,0.125
2,48,0.0,0.0,0.0,0.07407407407407407
2,49,0.418770219,0.0,0.0,0.06818181818181818
2,50,0.291754849,0.444843636,0.2,0.125
2,51,0.0,0.0,0.0,0.1111111111111111
2,52,0.317736017,0.0,0.0,0.15
2,53,0.85867976,0.0,0.0,0.15789473684210525
2,54,0.0,0.1985044226666666,0.375,0.08823529411764706
2,55,0.210080645,0.421002834,0.2,0.14285714285714285
2,56,0.325554971,0.2767920199999999,0.4285714285714285,0.14285714285714285
2,57,0.521739554,0.0,0.0,0.02912621359223301
2,58,0.698327566,0.0,0.0,0.15789473684210525
2,59,0.85983478,0.0,0.0,0.12
2,60,0.0,0.0,0.0,0.075
2,61,0.697333667,0.0,0.0,0.08333333333333333
2,62,0.690513345,0.0,0.0,0.15
2,63,0.309895487,0.0,0.1,0.0975609756097561
2,64,0.0,0.0,0.5,0.02912621359223301
2,65,0.52496519,0.0,0.0,0.10714285714285714
2,66,0.420201187,0.0,0.0,0.10344827586206896
2,67,0.0,0.0,0.0,0.08333333333333333
2,68,0.0,0.0,0.0,0.15789473684210525
2,69,0.340863472,0.0,0.0,0.15789473684210525
2,70,0.290473665,0.0,0.0,0.11538461538461539
2,71,0.516988177,0.0,0.0,0.15
2,72,0.997744921,0.0,0.0,0.15789473684210525
2,73,0.238240411,0.0,0.0,0.11538461538461539
2,74,0.0,0.0,0.5714285714285714,0.08108108108108109
2,75,0.087367942,0.0,0.0,0.13043478260869565
2,76,0.819140326,0.0,0.0,0.12903225806451613
2,77,0.526213227,0.0,0.0,0.0
2,78,0.04156588,0.2370367176666666,0.0625,0.015151515151515152
2,79,0.543109037,0.0,0.0,0.015151515151515152
2,80,0.64822841,0.0,0.0,0.018867924528301886
2,81,0.0,0.0,0.0,0.01694915254237288
2,82,0.0,0.0,0.0,0.017241379310344827
2,83,0.941286882,0.0,0.0,0.02702702702702703
2,84,0.0,0.0,0.0,0.015873015873015872
2,85,0.866357989,0.0,0.0666666666666666,0.05263157894736842
2,86,0.0,0.0,0.0666666666666666,0.0
2,87,0.0,0.670839789,0.0263157894736842,0.014492753623188406
2,88,0.327018046,0.707334204,0.04,0.012658227848101266
2,89,0.222576224,0.0,0.0303030303030303,0.0
2,90,0.0,0.0,0.0196078431372549,0.029411764705882353
2,91,0.529571954,0.080953957,0.0263157894736842,0.014705882352941176
2,92,0.723484807,0.0,0.0769230769230769,0.046875
2,93,0.485604699,0.0,0.0606060606060606,0.03508771929824561
2,94,0.431303659,0.0,0.064516129032258,0.023255813953488372
2,95,0.587257031,0.0,0.0555555555555555,0.0
2,96,0.4010288,0.0,0.0384615384615384,0.0
2,97,0.0,0.0,0.0256410256410256,0.0
2,98,0.0,0.307163112,0.0612244897959183,0.017857142857142856
2,99,0.296181739,0.0,0.032258064516129,0.014705882352941176
2,100,0.381710318,0.0,0.0303030303030303,0.013513513513513514
2,101,0.953199132,0.0,0.074074074074074,0.028169014084507043
2,102,0.0,0.0,0.0,0.015151515151515152
2,103,0.0,0.0,0.0263157894736842,0.0
2,104,0.505070401,0.0,0.024390243902439,0.030303030303030304
2,105,0.0,0.0,0.0,0.05084745762711865
2,106,0.0,0.0,0.0,0.028169014084507043
2,107,0.0,0.0,0.0,0.0410958904109589
2,108,0.349921644,0.0,0.0,0.0
2,109,0.348614935,0.0,0.05,0.014084507042253521
2,110,0.543902045,0.0,0.032258064516129,0.014285714285714285
2,111,0.275413103,0.1924529236666666,0.1071428571428571,0.03225806451612903
2,112,0.932837809,0.0,0.0,0.0273972602739726
2,113,0.0,0.0,0.064516129032258,0.017857142857142856
2,114,0.0,0.0,0.0,0.016129032258064516
2,115,0.543398736,0.0,0.0571428571428571,0.0
2,116,0.376479868,0.0,0.0227272727272727,0.0
2,117,0.0,0.0,0.0294117647058823,0.013513513513513514
2,118,0.110239526,0.0,0.0,0.029850746268656716
2,119,0.0,0.4166540565,0.0425531914893617,0.013333333333333334
2,120,0.0,0.0,0.0,0.015625
2,121,0.0,0.0,0.0277777777777777,0.013513513513513514
2,122,0.595003217,0.0,0.0285714285714285,0.0
2,123,0.205264863,0.0,0.024390243902439,0.0
2,124,0.610496709,0.0,0.0,0.03278688524590164
2,125,0.0,0.0,0.0277777777777777,0.017543859649122806
2,126,0.0,0.0,0.02,0.030303030303030304
2,127,0.0,0.595534365,0.0227272727272727,0.0
2,128,0.0,0.0,0.0222222222222222,0.0
2,129,0.0,0.0,0.05,0.0
2,130,0.076460165,0.0,0.02,0.013157894736842105
2,131,0.418302206,0.0,0.0,0.0
2,132,0.506308252,0.0,0.0212765957446808,0.022222222222222223
2,133,0.503001978,0.0,0.0571428571428571,0.0
2,134,0.0,0.0,0.0,0.013333333333333334
2,135,0.054914751,0.0,0.0,0.0
2,136,0.399735713,0.0,0.0,0.015625
2,137,0.594504469,0.0,0.0,0.06060606060606061
2,138,0.079664616,0.0,0.0,0.0
2,139,0.441889781,0.0,0.0285714285714285,0.023529411764705882
2,140,0.768379325,0.0,0.0,0.0
2,141,0.0,0.0,0.04,0.0
2,142,0.123027584,0.0,0.0333333333333333,0.04
2,143,0.398408443,0.0,0.0,0.0
2,144,0.676473959,0.0,0.08,0.0
2,145,0.657887317,0.0,0.05,0.01282051282051282
2,146,0.0,0.0,0.0,0.02857142857142857
2,147,0.639158519,0.4311314085,0.0444444444444444,0.0
2,148,0.396299397,0.0,0.0222222222222222,0.02564102564102564
2,149,0.432372413,0.0,0.0,0.012987012987012988
2,150,0.0,0.0,0.0512820512820512,0.0
2,151,0.0,0.0,0.0,0.03125
2,152,0.0,0.0,0.0,0.03571428571428571
2,153,0.0,0.0,0.0,0.03225806451612903
2,154,0.41576176,0.0,0.0,0.0
2,155,0.698737657,0.0,0.0,0.0
2,156,0.31782144,0.0,0.0,0.0
2,157,0.403006686,0.890467519,0.0555555555555555,0.0
2,158,0.247658392,0.0,0.0,0.0
2,159,0.0,0.0,0.0,0.0
2,160,0.292655227,0.0,0.0,0.0
2,161,0.461911613,0.0,0.0714285714285714,0.0
2,162,0.424538181,0.0,0.125,0.03125
2,163,0.524484278,0.0,0.0666666666666666,0.0
2,164,0.290683098,0.0,0.0,0.0
2,165,0.0,0.0,0.0,0.0
2,166,0.382838359,0.0,0.0,0.0
2,167,0.486971919,0.0,0.0,0.037037037037037035
2,168,0.302114261,0.0,0.0,0.0
2,169,0.0,0.0,0.0,0.03333333333333333
2,170,0.06901953,0.0,0.0,0.0
2,171,0.413578947,0.0,0.0909090909090909,0.0
2,172,0.0,0.0,0.0,0.0
2,173,0.310384888,0.0,0.0,0.037037037037037035
2,174,0.0,0.0,0.0,0.0
2,175,0.411465125,0.0,0.0,0.0
2,176,0.148632286,0.0,0.0,0.0
2,177,0.527193073,0.0,0.0,0.0
2,178,0.0,0.0,0.0,0.0
2,179,0.0,0.0,0.0,0.0
2,180,0.345796879,0.0,0.0,0.041666666666666664
2,181,0.765851859,0.0,0.0909090909090909,0.0
2,182,0.0,0.0,0.0588235294117647,0.0
2,183,0.113903786,0.249341228,0.1666666666666666,0.0
2,184,0.928790229,0.0,0.0,0.0
2,185,0.0,0.0,0.0,0.03225806451612903
2,186,0.610334956,0.0,0.0,0.0
2,187,0.0,0.0,0.0,0.0
2,188,0.488435969,0.0,0.0588235294117647,0.0
2,189,0.265575732,0.0,0.0,0.0
2,190,0.04135458,0.0,0.0,0.0
2,191,0.695448996,0.0,0.0,0.03571428571428571
2,192,0.490402502,0.0,0.0666666666666666,0.0
2,193,0.0,0.0,0.0,0.037037037037037035
2,194,0.185026972,0.0,0.0,0.0
2,195,0.316913316,0.0,0.0625,0.0
2,196,0.787190877,0.0,0.0,0.0
2,197,0.276252973,0.0,0.0,0.041666666666666664
2,198,0.0,0.0,0.1818181818181818,0.0
2,199,0.0,0.0,0.0,0.0
2,200,0.422576131,0.0,0.0,0.041666666666666664
2,201,0.55850305,0.0,0.0,0.05263157894736842
2,202,0.289170488,0.0,0.0,0.0
2,203,0.336279132,0.0,0.0,0.0
2,204,0.857445115,0.0,0.0,0.0
2,205,0.0,0.0,0.0,0.0
2,206,0.093559558,0.0,0.0,0.0
2,207,0.579852652,0.0,0.0,0.0
2,208,0.487083185,0.0,0.0,0.0
2,209,0.514035347,0.0,0.0,0.0
2,210,0.69038376,0.0,0.0,0.0
2,211,0.323922201,0.0,0.1666666666666666,0.0
2,212,0.0,0.0,0.0,0.0
2,213,0.536069678,0.0,0.0,0.0
2,214,0.0,0.0,0.0,0.0
2,215,0.444915714,0.0,0.0,0.0
2,216,0.331898862,0.0,0.0,0.0
2,217,0.376614045,0.0,0.0,0.0
2,218,0.629965134,0.0,0.0,0.0
2,219,0.397791894,0.0,0.0,0.0
2,220,0.670552435,0.0,0.0,0.034482758620689655
2,221,0.565970991,0.0,0.0588235294117647,0.03125
2,222,0.519284429,0.791401556,0.0714285714285714,0.0
2,223,0.0,0.0,0.0,0.0
2,224,0.372324611,0.0,0.0,0.0
2,225,0.0,0.0,0.0,0.0
2,226,0.0,0.0,0.0,0.0
2,227,0.0,0.0,0.2,0.0
2,228,0.17195907,0.0,0.0,0.0
2,229,0.0,0.0,0.0,0.0
2,230,0.526325909,0.0,0.0,0.0
2,231,0.427618642,0.0,0.0,0.0
2,232,0.77620684,0.0,0.0,0.0
2,233,0.0,0.0,0.0,0.0
2,234,0.449294696,0.0,0.0,0.0
2,235,0.431574244,0.0,0.0,0.0
2,236,0.0,0.0,0.0,0.0
2,237,0.597782374,0.0,0.0,0.0
2,238,0.511876627,0.0,0.0,0.0
2,239,0.294882202,0.0,0.0,0.0
2,240,0.0,0.0,0.0,0.0
2,241,0.49928644,0.0,0.0555555555555555,0.0
2,242,0.0,0.0,0.0769230769230769,0.0
2,243,0.787557261,0.0,0.0,0.0
2,244,0.0,0.620678483,0.1666666666666666,0.0
2,245,0.0,0.0,0.0,0.0
2,246,0.522856141,0.0,0.0,0.05
2,247,0.0,0.0,0.0,0.0
2,248,0.717227352,0.0,0.0,0.0
2,249,0.0,0.0,0.0,0.0
2,250,0.0,0.0,0.1176470588235294,0.0
2,251,0.338495035,0.0,0.0,0.0
2,252,0.0,0.0,0.0,0.04
2,253,0.569182755,0.0,0.0,0.0
2,254,0.355789854,0.0,0.0,0.034482758620689655
2,255,0.211818962,0.0,0.0555555555555555,0.0
2,256,0.309361269,0.0,0.0,0.0
2,257,0.109649615,0.0,0.0,0.0
2,258,0.627556905,0.0,0.0,0.0
2,259,0.6635851,0.0,0.0,0.045454545454545456
2,260,0.513958406,0.0,0.0666666666666666,0.0
2,261,0.546376246,0.0,0.0,0.0
2,262,0.633442174,0.0,0.0,0.0
2,263,0.459416401,0.0,0.0,0.0
2,264,0.554071856,0.0,0.0,0.0
2,265,0.0,0.0,0.0,0.0
2,266,0.972284424,0.0,0.0714285714285714,0.0
2,267,0.537238685,0.0,0.0,0.0
2,268,0.622298781,0.0,0.0,0.0
2,269,0.0,0.891773299,0.25,0.04
2,270,0.0,0.0,0.0,0.0
2,271,0.170287767,0.0,0.0,0.0
2,272,0.52056081,0.0,0.0,0.0
2,273,0.08048633,0.0,0.0,0.0
2,274,0.469059407,0.0,0.0,0.0
2,275,0.009728965,0.0,0.0,0.0
2,276,0.643252624,0.0,0.0,0.0
2,277,0.0,0.0,0.0,0.0
2,278,0.403071302,0.0,0.0,0.0
2,279,0.198283171,0.0,0.0,0.03333333333333333
2,280,0.334549297,0.0,0.0,0.0
2,281,0.568238397,0.0,0.0,0.0
2,282,0.458710216,0.0,0.0,0.0
2,283,0.536469531,0.0,0.0625,0.0
2,284,0.727238572,0.0,0.0,0.03333333333333333
2,285,0.847951988,0.0,0.0909090909090909,0.0
2,286,0.0,0.0,0.0,0.0
2,287,0.887037582,0.0,0.0,0.0
2,288,0.0,0.0,0.0,0.03225806451612903
2,289,0.609750196,0.0,0.0,0.0
